Hugo_Symbol	SHAH_H000004_T09_01_WG01	SHAH_H000005_T26_01_WG01	SHAH_H000222_T01_07_WG01	SHAH_H000006_T15_01_WG01	SHAH_H000011_T08_01_WG01	SHAH_H000013_T17_01_WG01	SHAH_H000009_T15_02_WG01	SHAH_H000019_T10_01_WG01	SHAH_H000020_T07_02_WG01	SHAH_H000021_T07_01_WG01	SHAH_H000022_T10_01_WG01	SHAH_H000023_T06_01_WG01	SHAH_H000039_T10_01_WG01	SHAH_H000024_T08_01_WG01	SHAH_H000025_T04_02_WG01	SHAH_H000026_T01_02_WG01	SHAH_H000031_T08_01_WG01	SHAH_H000036_T06_01_WG01	SHAH_H000033_T16_01_WG01	SHAH_H000034_T07_01_WG01	SHAH_H000035_T13_01_WG01	SHAH_H000037_T18_01_WG01	SHAH_H000038_T14_01_WG01	SHAH_H000041_T02_05_WG01	SHAH_H000149_T02_02_WG01	SHAH_H000180_T02_02_WG01	SHAH_H000181_T10_01_WG01	SHAH_H000213_T13_01_WG01	SHAH_H000214_T11_01_WG01	SHAH_H000338_T05_01_WG01	SHAH_H000340_T05_01_WG01	SHAH_H000339_T03_03_WG01	SHAH_H000342_T04_03_WG01	SHAH_H000705_T02_03_WG01	SHAH_H000708_T06_01_WG01	SHAH_H000706_T04_01_WG01	SHAH_H000707_T08_01_WG01	SHAH_H001749_T06_01_WG01	SHAH_H001750_T06_01_WG01	SHAH_H001753_T04_01_WG01
LEPROTL1	0	-1	-1	-1	-1	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	-1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0
LHFP	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1
LIFR	0	0	0	0	-1	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LMO1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	-1	0	0	-1	0	0	-1	-1	-1	0	-1
LMO2	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	-1	0	-1	-1	0	0	-1	0	0	0	-1	0	0	0
LPP	-1	1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	0
LRIG3	0	-1	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
LRP1B	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	-2	0	0	0	0	0	0	-1	-1	0	-1	0	0
LSM14A	0	0	-1	0	0	-1	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0
LYL1	0	0	1	-1	0	0	0	-1	1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0
LZTR1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1
MACC1	0	0	-1	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	0
MAF	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1
MAFB	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
MALAT1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0
MALT1	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	-1	-1	-1	-1	-1
MAML2	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0
MAP2K1	0	0	0	0	-1	0	-1	0	0	-1	-1	-1	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0
MAP2K2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	0	0	0	0
MAP2K4	-1	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
MAP3K1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0
MAP3K13	0	1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
MAPK1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
MAX	0	-1	0	-1	-1	-1	0	-1	-1	0	-1	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	0	-1	0	-1	0
MB21D2	-1	1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	0
MDM2	2	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
MDM4	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0
MDS2	0	0	0	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0
MECOM	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
MED12	0	-1	0	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	0	-1	-1	0
MEN1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0
MET	0	0	0	0	-1	0	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
MGMT	0	-1	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	-1
MITF	0	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0
MKL1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
MLF1	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1
MLH1	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	-1	0
MLLT1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	0	0	0	-1	-1	0	0	-1	0	0	0	0
MLLT10	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0
MLLT11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLLT3	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	-1	-1	0	0
MLLT4	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1
MLLT6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
MN1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
MNX1	0	0	0	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0
MPL	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	-1
MRE11A	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0
MSH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
MSH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
MSI2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
MSN	0	-1	0	-1	0	0	0	0	0	-1	-1	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	-1	0
MTCP1	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	-1	-1	0
MTOR	0	0	0	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	0	0
MUC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC16	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	0
MUC4	0	1	0	0	-1	0	0	1	0	0	0	0	0	-1	0	0	1	0	-1	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
MUS81	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0
MUTYH	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
MYB	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1
MYC	0	0	2	0	2	2	0	2	-1	-1	-1	-1	2	0	0	0	0	2	0	0	0	1	0	0	0	-1	2	-1	2	0	1	2	0	0	0	1	0	1	2	0
MYCL	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	1	0	0	0	0	0	0	0	-1	-1	0	0
MYCN	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	-1
MYD88	0	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0
MYH11	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH9	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
MYO5A	0	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	0
MYOD1	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	-1	0	0	-1
N4BP2	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0
NAB2	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
NACA	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
NBEA	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1
NBN	0	0	1	0	-1	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0
NCKIPSD	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0
NCOA1	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0
NCOA2	0	0	0	0	1	0	0	0	-1	1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	-1	1	-1	0	0	-1	0	0	0
NCOA4	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOR1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1
NCOR2	0	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	0
NDRG1	0	0	1	0	1	1	0	1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	-1	-1	1	0	0	1	-1	0	0	1	0	1	1	0
NF1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NF2	-1	0	-2	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
NFATC2	0	0	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0
NFE2L2	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1
NFIB	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	-1	-1	-1	0
NFKB2	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	-1	0	-1	0	-1	0	-1
NFKBIE	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	1	0	-1	0	0	0	0	0
NIN	0	-1	0	0	0	-1	0	-1	0	0	-1	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	-1	0	-1	0
NKX2-1	0	-1	0	0	0	-1	0	-1	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0
NONO	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	0	0	-1	-1	0	-1	0	-1	0	-1	0	0	-1	-1	0
NOTCH1	0	0	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	0
NOTCH2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
NPM1	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	0	0	0
NR4A3	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0
NRAS	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0
NRG1	0	-1	-1	-1	-1	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	0
NSD1	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	0	0	0
NT5C2	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	-1	0	-1	0	-1	0	-1
NTHL1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	-1
NTRK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK3	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0
NUMA1	0	1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0
NUP214	0	0	-1	-1	-1	0	0	0	-1	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	-1	0
NUP98	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	-1	0	0	-1	0	0	-1	-1	-1	0	-1
NUTM1	0	0	0	-1	-1	0	-1	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	0
NUTM2B	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	1	1	0	0	0	-1	0	-1	0	-1
NUTM2D	1	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	-1	1	1	0	0	0	0	0	1	1	-1	0	0	0	1	-1	1	0	0	0	0	0	1	-1
OLIG2	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	0	0
OMD	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0
P2RY8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
PABPC1	0	0	0	0	0	0	0	1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	0
PAFAH1B2	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0
PALB2	0	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
PATZ1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
PAX3	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	-1	0	0	-1	-1	0	-1	0	0
PAX5	0	-1	0	-1	0	0	1	0	-1	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	-1	-1	0	0
PAX7	0	0	0	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0
PAX8	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	-1	0	0	-1	1	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0
PBRM1	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0
PBX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0
PCM1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	-1	0	-1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0
PDCD1LG2	0	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	-1	0	0	-1	-1	-1	-1	-1	0
PDE4DIP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PDGFB	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
PDGFRA	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0
PDGFRB	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	-1	-1	-1	0	0	0	-1	0	0	0	-1	0	0	0	0
PDIA3	0	-1	0	-1	-1	0	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	0
