Hugo_Symbol	SHAH_H000004_T09_01_WG01	SHAH_H000005_T26_01_WG01	SHAH_H000222_T01_07_WG01	SHAH_H000006_T15_01_WG01	SHAH_H000011_T08_01_WG01	SHAH_H000013_T17_01_WG01	SHAH_H000009_T15_02_WG01	SHAH_H000019_T10_01_WG01	SHAH_H000020_T07_02_WG01	SHAH_H000021_T07_01_WG01	SHAH_H000022_T10_01_WG01	SHAH_H000023_T06_01_WG01	SHAH_H000039_T10_01_WG01	SHAH_H000024_T08_01_WG01	SHAH_H000025_T04_02_WG01	SHAH_H000026_T01_02_WG01	SHAH_H000031_T08_01_WG01	SHAH_H000036_T06_01_WG01	SHAH_H000033_T16_01_WG01	SHAH_H000034_T07_01_WG01	SHAH_H000035_T13_01_WG01	SHAH_H000037_T18_01_WG01	SHAH_H000038_T14_01_WG01	SHAH_H000041_T02_05_WG01	SHAH_H000149_T02_02_WG01	SHAH_H000180_T02_02_WG01	SHAH_H000181_T10_01_WG01	SHAH_H000213_T13_01_WG01	SHAH_H000214_T11_01_WG01	SHAH_H000338_T05_01_WG01	SHAH_H000340_T05_01_WG01	SHAH_H000339_T03_03_WG01	SHAH_H000342_T04_03_WG01	SHAH_H000705_T02_03_WG01	SHAH_H000708_T06_01_WG01	SHAH_H000706_T04_01_WG01	SHAH_H000707_T08_01_WG01	SHAH_H001749_T06_01_WG01	SHAH_H001750_T06_01_WG01	SHAH_H001753_T04_01_WG01
PER1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
PHF6	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0
PHOX2B	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0
PICALM	0	0	0	-1	0	-1	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0
PIK3CA	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	2	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	-1	-1	0
PIK3CB	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1
PIK3R1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	-1	0	0
PIM1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	1	0	-1	0	0	0	0	0
PLAG1	0	0	-1	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0
PLCG1	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
PML	0	0	0	0	-1	0	-1	0	0	-1	-1	-1	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	0
PMS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	0	0	0	-1	0	0	-1	-1	0	-1	0	-1
PMS2	0	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	1	0	0	0	0	-1	0	-1	-1	0	1	0	0	-1	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	0
POLD1	0	0	-1	0	0	-1	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	-1	-1	0
POLD2	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	0
POLD3	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
POLD4	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	1	0	0	-1	0	0	0	-1	0	0	1	0	0	0	0	0	1	0	0	0
POLE	0	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	0	0	0	-1	0
POLG	0	0	0	-1	-1	-1	-1	0	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	0	0
POLQ	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
POT1	0	0	0	0	-1	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0
POU2AF1	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	0	0
POU5F1	0	0	0	-1	-1	0	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0
PPARG	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	0	0	0	-1	0
PPFIBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
PPM1D	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
PPP2R1A	0	0	-1	0	0	-1	0	-1	0	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0
PPP6C	0	0	0	-1	-1	0	0	0	-1	0	-1	-1	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	-1	0	0	-1	-1	-1	0	-1	0
PRCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM1	0	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	-1	0	-1
PRDM16	0	0	0	-1	-1	-1	0	-1	0	-1	0	-1	0	0	0	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	0	0
PRDM2	0	0	0	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	-1	0
PREX2	0	0	0	0	1	0	0	0	-1	1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	-1	0	0	0
PRF1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	-1	0	-1
PRKACA	0	0	1	-1	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0
PRKAR1A	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
PRKCB	0	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
PRPF40B	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
PRRX1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSIP1	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	-1	-1	-1	0
PSMA7	0	0	-1	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME1	0	-1	0	0	0	-1	0	-1	-1	0	-1	-1	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0
PSME2	0	-1	0	0	0	-1	0	-1	-1	0	-1	-1	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0
PSME3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
PTCH1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0
PTEN	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	-1	0	-1	0	-1
PTK6	0	0	0	-1	0	0	0	0	1	-1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN11	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	0	-1	-1	0	-1	0	-1	0	0	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	0
PTPN13	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	-1	-1	-1	0	0	0
PTPN6	-1	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	1	0	1	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0
PTPRB	1	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
PTPRC	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0
PTPRD	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	0
PTPRK	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	1	-1	0	0	-1	0	-1
PTPRT	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
PWWP2A	0	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	0	-1	0	-1	0	-1	0	0	0	0
QKI	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1
RABEP1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
RAC1	0	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	0
RAD17	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	-1	0	0
RAD21	0	0	2	0	0	2	0	2	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	0	0
RAD50	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	-1	0	0
RAD51	0	-1	0	-1	-1	0	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0
RAD51B	0	-1	0	-1	-1	-1	0	-1	-1	0	-1	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	0	-1	0	-1	0
RAD51C	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
RAD51D	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
RAD52	0	0	-1	0	0	0	0	0	1	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0
RAD54B	0	0	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0
RAD54L	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	1	0	0	0
RAF1	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	0	0	0	-1	0
RALGDS	0	0	-1	-1	-1	0	0	0	-1	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	0	0	-1	-1	-1	0	-1	0
RANBP2	0	0	0	-1	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0
RAP1GDS1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	-1	0	-1	0
RARA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
RB1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-2	-1	-1	0	-1	0	-1	-1	0	-1	-1	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1
RBM10	0	-1	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0
RBM15	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0
RECQL4	0	0	-1	0	1	1	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	-1	-1	0	0	0	-1	0	0	1	0	0	1	0
REL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0
RET	0	-1	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0
RFWD3	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	-1
RGPD3	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0
RGS7	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0
RHOH	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0
RMI2	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
RNF213	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
RNF43	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ROBO2	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROS1	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	0	-1	0	-1
RPA1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
RPA2	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	-1	0
RPA3	0	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	-1	-1	-1	0	0	0	0	-1	-1	0
RPA4	-1	-1	0	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	-1	0
RPL10	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	-1	-1	0
RPL22	0	0	0	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	0	0
RPL5	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0
RPN1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1
RSPO2	0	0	0	0	0	0	0	1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0
RSPO3	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	1	-1	0	0	-1	0	-1
RUNX1	0	0	0	-1	-1	-1	-1	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	0	0
RUNX1T1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0
S100A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SALL4	0	0	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0
SBDS	0	0	0	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0
SDC4	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	-1	0
SDHA	0	0	0	0	-1	0	0	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	1	0	0	0	0	0	0	-1	0	0	-1	0
SDHAF2	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	-1	0	0
SDHB	0	0	0	-1	0	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	-1	0
SDHC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SDHD	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	0	0
SEPT5	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
SEPT6	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	-1	-1	-1	0	-1	-1	-1	0
SEPT9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
SET	0	0	-1	-1	-1	0	0	0	-1	0	-1	-1	0	-1	0	0	0	-1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	-1	0
SETBP1	0	0	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	-1	0	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1
SETD1B	0	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	-1	-1	0
SETD2	0	0	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	0
SETDB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3B1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0
SFPQ	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	0	0
SFRP4	0	0	0	0	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	0
SGK1	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1	0	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	0	-1	0	-1	0	0	-1	0	-1
SH2B3	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	0
SH3GL1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	0	0	0	0
SHFM1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
SIRPA	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0
SIX1	0	-1	0	-1	-1	-1	0	-1	-1	0	-1	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	-1	0
